id	Luminal	Basal	Basal A	Basal	Basal B	Basal B	Basal B	Basal B	Basal A	Basal B	Basal B	Basal B	Basal B	Basal A	Basal B	Basal A	Basal A	Basal B	Basal	Basal	Basal B	Basal B	Basal	Basal B	Basal A	Basal	Basal	Basal A	Basal	Luminal	Basal A
TSEN54	7.55964	6.57866	6.12767	6.7136	6.77895	6.43593	5.95868	5.70065	6.50785	6.68863	6.04693	6.40416	5.64729	6.06117	6.18118	6.50785	6.21511	5.8315	6.66824	6.73197	6.25336	6.71306	6.687	6.16267	6.46368	6.7687	6.66168	6.45772	6.56323	5.82792	6.47023
ASB1	6.83615	7.18298	6.5408	6.60146	7.73208	7.08511	6.95109	7.64652	6.66996	6.63269	7.91657	7.01656	6.50887	5.44014	7.39084	6.59025	6.19786	7.20798	6.69505	6.75552	6.65463	7.1169	7.17946	6.40374	6.77414	6.69281	6.09794	7.16849	6.44291	6.96942	6.78431
YTHDC1	6.81059	6.64731	6.43926	6.83615	6.87826	6.79969	6.7994	6.372	6.58972	6.8674	6.69142	6.71807	6.49014	6.55747	6.52166	6.72235	6.55692	6.23234	6.58941	6.52236	6.9154	6.89888	6.61636	6.49177	6.68551	6.69708	6.82501	6.88747	6.73422	7.11948	6.68889
C2CD2	3.41679	6.20454	8.34833	6.94144	5.98698	6.61759	6.48201	6.35664	6.73361	5.88302	6.47412	5.74801	5.99398	6.47394	7.07943	6.75192	6.90556	6.78484	6.21591	6.20402	7.00301	5.66903	6.20141	7.0442	7.38794	6.92214	4.63043	6.12361	7.083	6.80376	7.0375
CDK5RAP1	7.03632	6.81664	6.58441	6.99041	7.16375	7.22148	6.76991	7.25678	7.79545	6.52037	6.36122	6.76196	6.79264	6.92877	6.67266	7.26324	6.42252	6.40516	6.61612	6.57738	6.45882	7.23521	6.83049	7.18066	6.5506	6.92745	6.98153	7.08125	6.83029	6.7248	6.67916
AEN	6.72194	6.19389	6.61585	6.38272	7.0675	6.76567	6.73676	7.14346	7.19923	7.17583	7.13867	7.31316	6.3764	5.15204	6.49631	6.61585	6.04176	6.02721	7.45078	7.52177	7.47106	6.78431	6.31	6.69745	6.27989	6.58541	5.81807	6.70617	6.61288	5.77429	6.10757
CHRAC1	6.86588	6.9149	6.89467	7.12441	6.46174	6.98291	7.21354	7.53201	7.97221	6.75263	6.58541	7.59085	7.37809	7.79763	6.53436	7.63306	7.23056	7.53424	7.15562	7.21726	6.31431	6.24681	6.95958	6.93524	6.2327	7.14171	5.95457	6.19926	6.13367	6.57798	6.4153
GADD45GIP1	7.01225	6.64981	6.75668	6.84534	7.20765	7.42688	7.21188	7.65241	6.90997	6.96157	7.05115	7.64961	7.28	7.17238	7.36926	7.49634	6.76061	7.20092	7.40541	7.4074	7.71536	7.02386	6.61732	6.14108	7.07554	6.71995	6.46232	6.70681	6.69683	6.03732	7.12379
TSC22D4	6.23495	7.62569	6.33379	6.97443	6.0646	6.55942	6.96788	6.77501	5.98244	6.04534	6.76567	6.9797	6.63098	5.97359	6.86289	6.1091	7.09605	6.71202	6.86289	6.87966	5.97626	6.10369	7.67905	6.45345	6.18489	7.00808	6.73135	7.08054	6.46074	6.97042	7.27607
FBXO38	6.57316	6.68991	6.40698	7.05743	7.18096	6.69166	6.56356	7.14257	6.79457	6.70757	6.63992	6.8089	6.62918	7.14762	7.52458	6.33978	6.35318	6.82202	6.49221	6.51792	6.93553	5.86722	6.67577	6.44236	6.47703	7.03812	6.41714	6.81844	6.93296	6.87738	6.55719
GMPPA	7.32858	6.51592	6.37668	6.92374	6.91083	6.20454	6.3383	7.37906	6.97104	6.39467	6.19603	7.09707	6.78431	6.24001	7.72454	6.98347	6.8537	7.22398	6.71995	6.80059	6.9149	6.84166	6.50505	6.39935	7.0325	6.99298	6.32469	6.56795	7.09907	6.3584	6.34885
POP4	6.59822	6.82149	6.6732	6.79393	7.53496	6.53258	6.68417	5.99853	6.77189	6.4848	5.92283	7.16158	6.56648	6.51954	7.94725	8.24797	6.9409	6.66289	6.82615	6.82583	6.50717	6.72265	6.69337	6.74096	6.82405	6.84806	6.44207	6.61793	7.10344	5.7073	6.87021
ANKZF1	7.04049	6.77189	6.39165	6.65413	6.2419	6.99434	6.23846	6.8716	6.57234	6.03339	6.7962	6.70067	6.25429	5.25746	6.90556	6.26669	6.57764	6.56189	6.92054	6.98123	6.63822	6.4661	6.69426	6.32715	6.75112	6.68383	6.47356	7.2208	7.05743	7.29983	6.61002
NPY1R	4.81461	6.93553	1.77712	4.53601	4.85	4.26282	1.40163	1.60755	0.747197	2.67927	0.402106	3.21019	3.41151	0.0390505	2.50761	1.50545	3.8278	4.59971	1.99254	2.21239	2.46971	0.266301	6.84854	1.50545	2.52331	4.24732	5.53822	1.63167	2.4446	3.77998	3.37296
RBX1	7.26958	7.17911	6.6268	6.77871	6.5803	6.9146	6.69337	6.57539	7.56004	6.83992	6.62795	7.07472	7.04555	6.90303	7.07264	6.76255	7.29664	7.29456	7.21633	7.05359	6.49746	6.52647	7.17612	6.90644	7.10772	6.8366	6.29359	6.88945	6.52037	6.46262	6.72694
PLK4	7.1738	6.37335	6.73623	7.29383	6.954	7.30583	7.42184	6.61698	6.52682	7.53825	7.0741	7.31284	6.83232	7.21668	6.65277	7.11234	6.80426	6.69142	7.09344	6.90271	6.4398	7.14073	6.38992	6.99056	6.9875	7.14469	6.88138	7.27055	6.84555	6.12682	6.99239
TRAPPC6B	7.25	6.17076	6.72772	7.29526	6.8808	6.55692	7.00446	6.21785	6.86339	6.45859	6.79425	6.35236	6.50002	7.58574	6.51459	6.21144	6.96905	6.42966	6.0284	5.94009	6.24501	6.93818	6.05414	6.49688	6.49057	7.1175	6.74008	6.50655	6.36278	6.89324	6.96253
EIF1AD	6.80633	6.93018	6.31791	6.29692	7.20475	6.48826	7.08237	7.0686	6.96179	6.52401	5.9428	6.80633	6.88917	6.82737	6.44327	6.77642	6.45088	6.60691	6.66555	6.69426	6.60411	6.67266	6.95544	6.47768	6.5825	6.40268	6.73296	6.2018	6.8115	6.23192	6.98291
PTPRM	5.03753	4.03404	6.12432	7.0261	8.72343	7.40119	8.20833	6.1271	7.53201	7.79668	6.84068	6.95033	0.905434	6.92127	6.52753	0.254142	6.57539	7.82721	6.93208	6.92544	6.44602	4.25637	4.15194	4.82517	3.21536	6.96566	8.1249	8.3308	7.55429	3.74244	0.266301
RAP1GAP2	5.00969	7.16258	7.10619	6.70041	7.78436	7.81431	4.78525	7.49565	7.083	7.24527	5.81619	7.08054	6.3478	6.63725	4.73484	7.10404	6.01843	6.09125	7.07943	7.14639	6.85703	6.57764	7.2104	6.98694	6.46174	6.75087	6.07524	7.49598	6.19089	7.88494	0.254142
SLC37A3	5.94209	7.4282	6.86895	6.35042	6.54207	6.1196	7.06982	7.16014	6.64525	6.68164	6.53967	7.28214	6.90731	5.73924	7.00865	6.54486	6.43478	6.87539	6.91208	6.88313	7.21354	6.51459	7.43297	6.46435	6.48691	6.24379	6.66741	6.77468	6.58228	7.48841	7.68964
PAN3	7.08594	7.00969	7.12464	5.75241	6.50745	7.02863	6.66	6.13071	7.25489	6.66052	6.66885	6.80426	7.00252	6.5638	5.9428	7.07472	6.74919	5.89034	7.08931	7.08178	6.90789	6.62898	7.04936	6.36683	6.30505	5.85833	6.48669	6.51621	7.29068	7.29636	7.34527
SHANK2	7.25859	7.10741	5.08944	3.51189	5.51628	3.20729	5.50877	3.44083	5.72722	3.64422	3.39315	4.36066	3.9969	5.14274	3.81415	5.52287	6.0607	2.24706	6.77189	6.82762	1.84354	5.51359	7.12837	6.46467	6.02481	4.03404	7.28957	1.73063	7.5242	7.17984	5.33917
ZMYND19	7.53785	5.92748	7.42458	6.28376	6.87066	6.60303	7.00836	7.0681	6.14693	6.63961	6.68912	6.3194	6.60146	6.27696	6.43736	6.54055	6.13004	6.26831	6.55692	6.69807	6.32025	6.29553	6.14413	6.39707	6.85103	6.35816	5.69774	6.69505	7.0053	6.74571	6.54865
ALS2	6.67916	6.78686	7.17266	6.90418	7.29068	6.22063	6.82583	7.11518	6.82237	7.0906	6.93758	6.57489	6.95517	6.86479	7.12018	6.85877	6.04112	6.88457	6.74047	6.68194	7.27415	7.16902	6.72745	6.9797	6.50103	6.8229	6.79754	6.93179	7.10547	6.80407	6.59607
CHMP7	7.00137	6.01377	6.18029	6.02362	6.63353	6.9875	7.0227	6.67378	6.72521	6.94272	6.94555	6.70296	7.58414	6.2162	6.57234	6.14764	5.62396	7.67486	6.56833	6.62261	7.33925	6.43613	5.94875	6.70321	6.80487	6.07876	6.55142	6.83184	7.25116	6.73341	6.81466
STK10	5.34871	6.02064	7.00252	7.04585	6.82615	6.45025	7.75932	8.37065	7.4618	5.72926	6.59607	6.85581	7.10464	7.23678	7.65031	6.93465	6.47909	7.56929	6.17371	6.1793	7.07822	6.30754	6.03339	6.96406	6.63777	7.10579	6.45345	6.79754	6.39499	4.95623	4.993
KANK1	5.76175	8.32571	0.254142	6.66773	6.48637	5.84848	6.0955	6.96731	5.22071	7.27508	5.85106	6.83155	7.39851	6.23644	2.34055	6.03883	7.2574	7.34727	7.35673	7.32605	5.63507	7.7617	8.3591	7.29954	6.81664	6.71827	7.30836	5.62029	6.34415	4.77979	6.78324
PISD	7.17886	6.53877	6.22517	6.29743	6.72376	6.8089	6.23192	6.26831	7.19901	6.44859	6.72972	6.3482	6.20086	6.50745	5.81209	6.85078	6.49936	6.77723	6.96512	6.99494	5.83921	6.11523	6.55336	6.3892	6.15571	6.45558	5.96151	6.7026	5.81021	8.70037	6.42494
RRS1	6.89832	7.33618	6.33128	7.14403	7.02972	6.70713	6.4204	6.32573	7.29262	6.91689	6.62872	6.41291	7.6413	6.40641	6.15877	7.01074	6.33581	7.0906	7.96936	8.00745	7.14437	7.22954	7.41985	6.62985	5.79048	7.13257	6.24745	6.8836	6.82583	6.6495	6.65386
ZNF655	6.3168	7.79411	0.254142	0.0198042	7.20609	7.50241	7.24527	7.61592	6.27102	6.82237	7.47791	6.89627	7.33681	6.3815	8.01868	6.60183	4.8609	7.43934	7.34297	7.26079	7.43961	6.65836	7.73386	7.12952	0.0390505	0.0297063	7.36569	5.866	0.92902	7.65682	7.85477
RHOQ	5.31094	7.40248	6.29957	7.243	6.84647	6.89995	5.9919	7.11871	6.73166	7.34564	7.10896	7.55576	7.06953	5.99729	8.25885	7.12737	6.5014	7.83342	7.09669	6.95798	8.32371	6.73197	7.39218	6.57936	6.64095	7.22644	6.21144	6.06556	6.6268	6.12173	6.6624
RPS27L	7.11839	5.80485	6.4861	6.18824	6.70403	5.26768	6.93951	7.35347	6.9611	6.97157	6.79828	6.8206	6.62872	6.26181	6.57764	5.15803	6.03583	7.33029	7.97164	7.8529	6.39999	6.37712	5.87749	6.51889	5.92537	6.24916	5.55403	5.6088	6.16694	5.73363	5.63507
FAAP100	7.11478	7.46359	6.24356	5.96852	7.34789	7.60834	6.84254	6.01945	6.687	6.75431	6.66	6.68524	6.1684	5.89262	7.42184	6.82202	5.99729	6.79296	7.13425	7.24809	6.74096	6.5431	7.52108	6.52647	6.62586	6.16097	7.22368	6.85877	6.75606	6.45659	6.68277
COX11	7.16291	6.69231	6.54472	7.21845	6.79801	6.61612	7.06521	7.09112	7.00948	6.98185	6.75062	6.56916	6.48637	6.786	7.40954	6.42553	5.83791	6.55413	7.00584	6.9766	7.69913	6.87395	6.71444	6.29527	6.26233	7.18503	7.23703	6.69142	7.22837	5.98063	6.77386
AEBP2	6.22236	7.75837	6.17576	7.2398	7.30194	7.59816	6.19967	7.20413	6.58941	6.84166	6.84037	7.13328	6.51984	7.16198	5.70481	7.28438	6.41752	6.52069	7.30685	7.30104	6.99642	7.2398	7.7884	6.45772	5.89619	7.21502	6.26454	7.02675	5.06855	6.52479	6.9197
MFAP3	6.46074	6.62826	6.46321	7.62887	6.71104	6.29527	6.58335	5.94933	6.98347	6.7026	6.63477	6.86532	6.58541	7.05602	6.94057	6.35529	6.215	6.97631	6.47703	6.53092	6.85854	6.32918	6.61759	6.16315	6.68441	7.56308	6.4385	6.66289	7.0675	7.15326	6.5033
SLC35A3	6.99175	6.23672	6.6064	6.13939	6.79312	6.19029	6.36304	6.42669	6.39935	6.08967	6.16267	5.76428	6.17637	6.83638	6.44572	6.25156	7.2024	6.41473	6.48151	6.52607	5.92987	6.99884	6.29829	6.57208	7.23229	5.97687	7.18503	5.92823	6.55615	7.54291	5.16051
NECAB3	7.14681	6.6608	7.18597	6.66387	5.63775	6.58115	6.29957	6.40667	6.3386	5.97387	5.47267	6.3353	5.96437	6.05387	7.07973	6.58941	6.18887	6.08034	6.66885	6.74851	6.15336	6.85546	6.58423	6.66996	6.07017	6.84681	6.14829	6.13756	7.03127	6.80171	5.68485
EPN2	7.39983	5.84329	7.19332	6.67916	6.32951	6.53609	6.79653	6.59003	7.22644	6.65925	6.22293	6.5287	6.71444	6.9733	6.72972	7.30295	6.75213	7.2358	6.83184	6.81284	6.39467	6.27355	5.90067	6.9365	6.18853	6.76336	6.89772	6.59408	6.39364	6.91655	6.55879
ADAMTS1	5.79844	8.23892	0.266301	3.64422	8.14147	6.12131	5.21855	3.92936	2.80091	8.7825	5.62889	7.08318	6.77956	0.597022	6.85188	7.15214	4.08573	8.62927	6.93296	6.94237	6.9093	5.62513	8.24057	2.3329	3.98893	3.20729	6.55245	5.35651	5.47765	5.41799	8.55248
ELK1	7.05341	7.10092	6.61317	6.48201	6.59677	6.81754	7.65444	7.15446	6.80453	6.76591	6.74349	6.71775	7.37461	6.34732	7.57465	6.60092	6.1522	6.96376	6.61759	6.63098	6.91083	6.41013	7.15762	6.99642	7.17491	6.55969	6.97104	6.39892	6.41653	6.16413	6.42202
FUT8	7.87128	5.98633	5.93097	5.99949	7.10862	5.80485	8.15523	5.99674	7.19819	5.68912	6.07309	7.39021	6.70067	7.29422	6.5938	7.05359	4.34071	6.75577	5.23677	5.18719	6.72745	6.17791	5.85833	7.77717	5.02553	6.01748	6.49898	6.09492	7.12441	7.66008	5.26004
TULP4	6.94996	6.72908	6.85678	6.06955	6.32366	6.28485	5.74172	6.72668	6.83437	6.44695	6.3482	6.27828	6.51792	5.70906	6.26817	6.65181	6.32315	6.42526	6.30073	6.32045	6.45537	5.99348	6.84499	6.59025	6.13407	6.02721	7.1	6.03757	6.54744	7.14726	7.1596
RTL8C	6.74734	6.94766	6.92574	6.52479	7.77484	6.89073	7.30558	7.08274	6.59502	6.88865	6.72996	7.38924	7.96104	6.40988	7.31258	6.1565	6.60545	7.5951	6.29125	6.37357	7.10344	7.05484	6.87756	6.59083	7.20092	6.53548	6.57264	6.94883	6.93737	6.88806	7.20578
SH3BP5	5.86584	6.64437	7.51599	8.51076	6.215	5.40938	6.03883	6.25058	5.7057	4.73847	5.71609	6.52131	5.16219	5.75623	6.86556	6.42411	7.31827	6.58601	6.45659	6.51489	6.93848	6.57706	6.70928	6.19813	5.66903	8.574	6.38739	4.85963	6.91921	7.15647	8.21594
DCTN3	7.27537	5.87565	6.33581	7.02533	6.42994	6.02269	6.76478	6.64019	6.24033	6.44262	6.31126	6.63504	7.45491	6.5938	7.05862	6.47141	7.12337	6.79721	6.80926	6.81664	6.31277	6.2314	5.82059	6.74595	7.35196	7.05454	6.89681	5.79515	7.66167	5.95613	6.2006
MXD4	7.05281	7.16614	7.19388	6.52787	6.12682	6.09831	6.53666	6.39535	6.00815	6.42966	7.1169	6.73555	6.88116	5.64316	6.84706	3.98275	5.78551	6.87574	6.3832	6.45513	6.6038	4.95623	7.3094	4.8827	5.64756	6.65277	6.39679	6.46467	7.36781	7.2478	7.38794
TTLL4	6.73935	7.36373	6.80001	7.45975	6.84681	6.8553	6.22384	7.11348	6.67266	7.10231	6.46294	7.05895	6.2466	6.11839	6.74248	7.10772	7.19083	6.14764	7.7218	7.74437	6.11612	7.20609	7.41743	6.89256	7.83278	7.48766	6.98599	6.95517	7.26059	6.70974	7.3323
PAK1IP1	6.29743	6.79508	6.42287	6.66267	7.51773	7.21668	7.41023	7.17768	7.20798	7.32995	7.47249	6.93737	7.26059	6.99386	6.68666	7.74234	6.53819	7.05771	7.03203	6.80206	7.04164	6.92054	6.65039	6.9093	7.17554	6.59025	7.29383	6.9753	6.64112	5.95589	7.2456
MPHOSPH9	6.7414	5.87109	7.14206	6.81979	6.66935	6.49746	7.09379	7.10579	6.50854	7.37612	7.15386	6.89073	6.30073	6.74413	7.11319	7.10067	6.35778	6.57208	7.52066	7.43469	6.26396	6.95109	5.9919	6.88243	6.58706	6.74215	6.76816	6.53698	6.19276	6.88275	6.48223
MUS81	6.69822	7.18046	6.55336	6.45702	6.88865	6.69542	7.10155	7.05341	6.58581	6.85581	6.8366	7.42015	7.1596	6.73197	6.6978	6.56866	6.35917	7.30134	6.77414	6.86993	6.64046	6.69848	7.21538	6.77206	6.96318	6.63292	6.70156	6.23292	6.49898	6.35747	6.75192
MGME1	7.17266	6.51621	6.35529	6.5104	7.01421	7.36702	6.74717	6.38547	7.28654	6.65753	6.79917	6.77468	7.08931	7.13969	7.22525	7.15681	6.48326	6.70204	6.80695	6.71142	6.48761	6.8553	6.55142	6.95849	6.72816	6.48072	7.25678	7.38164	6.64465	6.82969	6.71084
SLC29A2	7.63343	7.63433	6.01318	6.08998	6.10266	7.15126	6.14413	6.63187	6.40115	5.76396	5.98137	4.90341	4.36066	6.07415	3.38488	6.98828	6.59025	3.82454	6.42994	6.44915	4.96134	6.58386	7.68407	6.53899	6.92544	6.19389	7.21129	5.95678	6.79583	7.03003	6.67138
DPY19L3	6.81784	7.12583	5.99374	6.1793	6.89437	6.21482	6.65862	6.15181	5.56908	7.11634	6.74571	6.95629	6.70899	5.80527	7.74481	5.98769	5.98063	6.67343	6.66801	6.66773	6.63504	5.7067	7.07554	6.05232	6.81122	6.20748	6.67831	6.59446	7.58817	7.05484	6.92574
FAM219B	6.02806	6.41071	6.75381	6.14171	6.50471	7.17463	6.4731	6.05817	6.1744	6.79583	6.94018	6.87883	6.34564	6.197	6.75705	5.85416	6.28207	6.52454	6.94371	6.91655	7.77015	6.75149	6.38717	6.8645	6.35679	6.19485	6.36952	6.7549	6.77723	6.94996	6.80318
CLK3	6.21002	6.69426	6.81726	6.56323	6.36397	7.48538	6.66741	6.22517	6.95898	6.57622	6.71827	6.89021	6.45685	6.35005	6.56623	6.26337	6.51337	6.8195	6.90556	6.97416	7.16094	6.94433	6.76644	6.98466	6.21345	6.65146	6.77148	6.93869	6.95109	6.40268	6.47412
FAM160B2	6.59864	6.48585	8.00922	6.14729	6.05232	7.02353	6.34082	6.3383	6.33322	6.69142	6.36488	6.65298	7.05602	6.40358	6.50987	5.65988	6.16413	7.21212	6.71891	6.71775	7.38604	6.31595	6.46334	6.73623	6.73054	6.21875	6.96157	6.87363	6.81227	7.20883	6.84806
RRP1	6.47439	6.83029	6.71142	6.7222	7.12258	7.27351	6.77923	6.68332	7.19568	7.18247	7.04852	6.45933	7.6112	6.28284	7.13578	7.17583	6.44327	6.75882	7.25995	7.32428	7.3414	6.54939	6.88778	7.02916	7.01992	6.79864	6.46782	6.78295	6.51984	6.30823	7.39051
MRGBP	6.70403	6.62149	7.23954	6.65204	6.77871	7.51813	7.26544	6.53899	6.92483	6.38762	6.47002	7.27283	6.92107	6.74764	7.01399	7.48467	6.49814	6.69201	6.93018	7.04585	7.47249	6.96406	6.68496	6.2459	6.15766	6.58706	6.3062	7.19421	6.38356	6.22319	6.051
FRMD8	6.48201	7.59404	6.31539	6.14764	6.74851	6.61092	6.71084	6.25488	6.86708	6.68252	6.02017	6.5613	6.97265	6.47768	6.37263	7.14868	6.56889	6.6571	6.75705	6.89205	6.75321	6.28664	7.63343	7.03632	6.98123	6.28408	6.78295	6.55782	6.20718	6.17684	7.20824
SPG20	3.10038	6.73391	1.77188	7.42879	6.45273	7.59745	7.26393	7.26544	4.63771	5.41001	7.59971	8.06263	7.99303	2.85189	6.34171	7.89507	4.02673	7.08348	7.70162	7.67905	8.28568	7.31738	6.73231	7.07943	1.85079	7.35488	7.68002	6.57738	6.26831	6.88558	7.57353
URM1	6.38825	6.3965	7.14522	6.56648	7.10439	6.97005	7.05542	6.84254	6.37607	6.82455	6.82905	6.73765	7.40018	7.19787	6.81754	6.51621	6.59245	6.65009	7.23288	7.2196	6.25651	6.55467	6.33492	6.75112	6.3981	6.60783	6.11873	6.84334	6.18721	6.87323	6.33978
GCC1	6.85397	6.72132	6.91594	6.21397	6.20691	6.52268	6.46199	6.63319	5.94179	6.14413	6.40641	6.82376	6.42927	6.45513	6.8115	6.33581	6.78579	6.61288	6.64558	6.67765	6.76455	6.3429	6.77014	6.95879	6.59581	6.28456	6.25237	6.79393	6.47394	7.0042	6.99434
PITHD1	6.8808	6.46746	5.95291	6.49874	7.196	6.98403	6.72235	6.44122	6.69655	6.86708	6.90908	7.34044	6.8548	6.84581	6.98726	7.50358	6.77673	6.54569	7.43961	7.37776	6.79828	6.99056	6.45388	6.44748	7.66538	6.47002	6.39364	6.94555	7.05197	6.63043	6.82648
TANK	6.68666	8.14628	6.56532	6.59607	6.04498	7.52145	6.39679	7.04877	6.45201	6.3865	7.04445	6.72631	6.22935	6.80001	6.91632	5.81848	6.62236	6.21429	7.43506	7.36853	6.92464	6.88837	8.18191	6.87459	7.34593	6.57465	6.39097	6.9146	6.77414	6.67993	6.80576
EIF2AK3	6.97213	6.55692	6.36809	6.38425	6.00949	5.92283	6.1369	6.57898	6.08832	6.18589	6.44774	6.37024	5.62224	6.2359	6.38017	5.56034	6.65611	6.20141	6.30842	6.26719	6.79653	6.08832	6.51571	6.42994	6.53666	6.20536	7.54254	6.1684	6.92898	7.43407	6.38203
FBRSL1	6.83844	6.28284	6.17304	5.05322	6.55142	6.31921	5.98211	6.25455	6.5638	6.75192	6.92764	6.22785	6.00488	5.90651	6.23724	7.72884	6.22905	5.74441	7.32569	7.52959	6.63927	6.39467	6.42202	6.79084	6.5251	5.25432	7.4422	6.36508	7.20334	7.28654	7.10092
NKIRAS2	5.8982	6.69201	6.71807	7.26597	6.92927	6.68194	6.79084	6.17615	6.40988	6.7419	6.54774	6.50946	6.51511	6.86339	7.0514	6.62181	6.53792	7.12258	6.94502	6.96179	6.53456	7.04049	6.638	6.51459	6.2077	7.39327	7.02776	6.75321	6.1806	7.00969	6.80407
SESTD1	5.76245	7.42951	6.52933	7.11319	6.68164	6.7687	5.82936	7.11034	6.93103	7.32428	7.10923	7.52177	6.48009	6.4731	7.14726	7.46701	7.53201	6.57316	6.16979	6.04112	6.1705	6.23367	7.39467	7.2036	7.07918	7.02293	7.55429	6.05787	6.48072	6.89914	7.26734
UROD	6.94529	6.32531	6.41041	6.94555	7.42554	6.75169	7.59745	7.6311	6.47232	7.00559	6.99884	7.1527	7.54544	6.7994	7.4019	6.69244	6.96179	7.5316	6.60183	6.58972	7.42319	7.10923	6.19841	5.99292	6.68115	7.05573	6.78868	6.74636	6.06393	6.27245	7.18273
PEPD	6.57283	6.89073	7.38994	6.91803	6.77696	5.233	7.12767	6.6999	7.11478	6.95798	6.41942	7.04164	6.89356	7.12406	7.54957	6.61909	7.37087	7.27283	6.33048	6.35341	6.86183	6.41605	6.90848	7.12876	7.19045	6.96203	6.28242	6.47002	6.87574	6.83492	6.80117
SOWAHC	5.87749	5.92384	6.53767	7.6371	6.9132	6.7962	6.60331	7.09518	6.9497	6.04379	6.81203	4.91416	5.97483	6.47051	5.84926	7.24595	6.59296	5.93899	6.17159	6.20029	6.12796	6.71909	5.83839	6.248	7.27676	7.59745	6.68355	6.97473	6.64708	7.3867	5.47931
SH3D19	5.9126	6.73106	8.16532	5.97359	6.41628	6.95487	7.04197	7.33925	5.90651	7.09763	6.95336	6.34641	7.21633	7.44589	6.42433	6.88969	6.40815	6.64981	4.18811	4.1012	7.37852	6.89021	6.57968	5.98809	6.85988	5.95745	6.26495	7.15477	6.98428	7.3819	6.16425
WASHC2A	6.37872	6.46782	6.29553	7.28486	7.40343	6.07953	6.82615	7.67031	7.09707	6.90418	6.21379	6.87095	7.48568	6.03546	6.76455	6.6643	6.04379	6.74215	6.44957	6.46294	6.84581	7.04992	6.43926	6.55879	6.64465	7.25961	5.74044	6.47586	6.47457	7.18728	7.10772
DDA1	6.25198	6.25699	6.89914	6.83184	7.32509	7.17327	7.27447	7.15002	6.93124	6.32208	6.66606	6.47855	6.60183	6.8716	7.48568	6.54865	6.85161	7.13049	7.17266	7.24141	6.72376	6.28535	6.28595	6.77551	7.38164	7.00446	6.97852	6.58581	6.46025	6.72745	7.41216
SPECC1	6.06328	6.44695	7.37156	7.06253	6.91179	6.60331	7.11839	6.4885	7.61741	7.29194	5.72722	6.37402	7.84229	6.85498	7.20941	6.92483	6.55587	7.31103	5.66396	5.5947	6.64869	6.78814	6.46938	7.66328	7.02225	7.02353	6.80426	6.26495	5.82155	6.45065	7.32396
IMPACT	6.6268	7.54095	5.31599	6.39097	6.57147	6.5251	5.91303	6.43903	6.92877	6.54207	7.18388	7.40669	6.02169	6.96512	5.7608	5.66216	6.69459	6.67712	6.6765	6.5425	6.75808	7.75275	7.62114	6.72595	5.83921	6.47703	7.45576	7.0119	6.82969	5.9523	6.96822
RIPK1	7.0154	6.51511	5.86348	6.8444	6.77501	6.55782	7.26765	6.34617	6.79653	6.29671	6.27158	6.8366	7.20475	6.02449	6.94318	7.06222	6.84355	7.09973	6.95487	6.92991	6.59354	6.77696	6.45513	6.94371	7.03397	6.81248	7.06982	6.49324	6.87119	6.28535	6.98319
LSM8	6.84555	6.84387	6.52989	6.47547	6.81694	7.11234	6.61818	6.90997	6.51459	7.06846	6.7595	7.73305	7.00918	6.47834	7.12767	6.28912	6.76816	6.6643	7.16812	7.05454	6.61258	6.29271	6.78579	6.79312	6.95958	6.32336	6.13534	6.81411	6.48326	7.13578	7.23462
CDCA7L	6.53227	5.24169	6.393	5.87198	7.52316	7.19787	8.03624	8.34833	6.94474	3.68088	7.48442	6.85049	6.62353	7.12258	3.95598	7.55929	7.48708	5.27805	5.04309	5.03394	1.83378	6.44695	5.28825	6.65663	7.82517	5.68809	6.6255	7.84084	6.51889	7.25116	7.27968
MRPL33	6.24356	6.58061	6.53877	7.43999	7.44256	6.88243	6.97588	6.60446	6.86125	7.01022	7.68046	7.08901	6.98694	6.96536	7.62032	7.23801	6.28456	6.85782	6.55504	6.34753	6.58778	6.76455	6.50229	7.18757	7.25805	7.28857	6.45907	6.7402	6.55169	6.90389	6.33379
ATP5D	6.75751	7.18844	6.34539	5.95457	6.76309	7.40844	6.71306	6.63211	6.45421	7.12464	7.35735	7.14257	6.94433	6.15313	6.93231	7.17612	5.94875	6.97213	7.22211	7.40844	6.68024	6.93553	7.28438	6.10883	6.59732	5.98769	5.85542	6.78762	6.51247	5.56425	6.39135
CCDC57	6.45088	7.44418	5.93774	5.90732	6.42379	7.29107	6.46746	5.90762	7.3806	6.24242	6.44077	6.45111	5.53233	5.94076	7.3094	7.14762	6.08802	5.96185	6.74323	6.81227	6.41013	6.47412	7.50654	6.34381	6.34106	6.1594	6.85949	7.0741	6.76991	6.91427	6.58561
FPGS	6.93583	6.25336	7.03721	6.32897	6.52208	7.16291	7.13867	7.37675	6.64437	6.81059	7.04164	7.03003	6.51677	7.10259	6.12934	7.24372	7.08401	6.32801	6.97386	7.01875	6.77189	6.90621	6.21988	7.0193	6.78961	6.28485	5.80424	7.39185	6.41447	6.17304	6.51889
TMEM254	6.53314	6.55615	5.96852	6.49688	5.52453	5.59293	5.78718	5.5748	6.08387	5.94875	5.39298	5.78718	5.73812	5.47083	5.38642	5.81177	6.94555	5.72685	6.39679	6.32441	5.76004	5.99141	6.4842	6.21591	6.79969	6.39222	6.77285	5.77844	6.08331	7.14257	7.1764
