id	Luminal	Basal	Basal A	Basal	Basal B	Basal B	Basal B	Basal B	Basal A	Basal B	Basal B	Basal B	Basal B	Basal A	Basal B	Basal A	Basal A	Basal B	Basal	Basal	Basal B	Basal B	Basal	Basal B	Basal A	Basal	Basal	Basal A	Basal	Luminal	Basal A
SLC7A8	7.68627	2.891	1.75778	3.16011	1.68772	5.95291	1.37993	2.32018	3.06299	4.94531	2.30623	4.95047	1.59041	1.5401	3.03215	7.3863	4.00864	3.79662	3.64422	3.18645	2.03294	1.07301	2.93993	0.389379	2.68519	2.80091	4.54651	5.01346	7.65721	6.39222	3.17823
SAMD8	6.2495	6.43426	6.94579	6.37043	7.20447	6.42927	6.79336	6.96125	6.57116	7.2456	6.8131	6.18616	6.62758	6.2111	6.56553	6.60524	6.10678	6.48297	6.10014	6.01524	6.64625	6.99298	6.44108	6.22483	6.34233	6.35073	6.58441	6.7222	6.66168	7.29664	6.8836
RPAP1	7.07644	6.79457	6.77358	6.687	6.75577	7.00137	6.63655	7.39928	6.74489	7.17056	6.79691	6.6814	6.41942	6.87066	6.38076	7.38955	6.47671	6.65753	7.17554	7.27801	6.7444	6.63152	6.79754	6.25058	6.52182	6.82024	6.86067	7.15616	6.94883	6.47289	6.35399
ING5	7.17946	6.79537	6.94033	7.03366	7.06096	7.52959	6.54055	6.97066	7.01421	6.96991	6.74047	6.9766	6.46746	5.41413	6.9497	5.86197	6.44837	6.12908	7.01571	7.07998	6.72132	6.6668	6.83546	6.10178	6.99823	7.05895	6.89627	7.25642	7.04555	6.67429	6.60146
CERCAM	5.62275	5.77336	7.03632	5.92567	6.80258	6.4842	7.13814	6.87596	6.89963	6.22905	6.45835	7.04141	6.08365	6.7899	7.57729	5.95504	5.38341	7.83468	7.67732	7.7003	6.85546	6.58851	5.74172	7.93655	5.87466	6.05276	3.17823	6.31791	6.32679	8.30209	6.04714
CDR2	6.1705	6.82681	6.28515	6.7549	6.83928	6.09492	6.68332	7.01514	7.06895	6.7154	6.43464	7.18213	6.68057	6.67852	6.60351	6.65277	7.67774	6.85921	6.82426	6.86833	7.06121	7.46073	6.66103	6.47199	6.372	6.71775	6.29102	6.687	7.55929	6.61947	7.12129
PMVK	7.17852	5.77128	6.68277	7.03003	6.00407	5.92599	6.25084	6.98515	6.35626	6.2498	5.89914	6.94371	6.89106	6.13825	5.42047	5.11593	7.02442	6.00488	6.52647	6.41354	4.72499	6.32469	5.6803	6.44957	6.786	7.06361	6.63504	6.68666	6.87221	6.10574	6.42994
COPG2	6.5014	6.68277	7.50681	6.12968	6.77442	6.12034	7.14609	6.71909	6.56091	7.71484	6.71104	7.0089	6.18721	6.56984	7.0053	6.61538	7.11518	7.29068	6.71807	6.71677	6.06872	6.78457	6.62586	7.11166	7.27571	6.12034	6.13939	6.481	6.38992	6.71677	7.18096
DEDD	6.89043	6.36397	6.95158	6.62714	6.06757	6.37988	6.12888	6.82342	6.41844	6.3956	6.52818	6.5155	6.70713	7.01366	6.12908	6.49263	6.81754	6.43559	7.18667	7.08378	6.72891	7.41349	6.2383	6.28408	6.93951	6.62872	7.2024	6.84737	7.03037	6.86339	7.01762
STK17A	6.42595	4.82713	6.09251	6.1522	6.25916	7.43611	7.2558	7.18273	7.24961	5.86139	7.51349	7.43022	7.31601	6.2077	7.69691	7.68482	7.45711	7.29854	6.45476	6.28134	7.80472	6.80666	4.56408	6.77845	6.69655	6.0317	5.81505	7.07973	6.21591	5.40365	7.14962
CARMIL1	6.86647	6.94033	6.80952	6.63744	5.94495	7.09203	6.20662	5.83791	6.42153	7.30434	4.67349	6.22423	6.639	7.48374	5.62462	6.65553	7.29727	6.69926	6.28912	6.22384	7.02225	7.00718	7.00918	7.4088	7.46914	6.55942	7.29068	6.56623	6.86262	6.54939	6.90126
TMEM39A	6.69459	6.92271	6.49458	6.37357	6.29125	6.87711	6.26817	7.03937	6.88669	6.73739	6.6732	6.65587	6.57568	7.59783	6.60201	7.03875	7.0196	7.0663	7.12129	7.06895	7.18096	7.1222	6.94529	6.18589	6.47586	6.41942	7.57394	7.01875	6.75112	7.09451	6.76567
PLXNA2	4.48789	6.74986	5.8497	5.16413	4.14869	5.99949	6.48454	5.97885	6.13825	2.13707	7.50241	5.82098	4.84058	7.11923	6.52949	7.14317	7.4817	6.46025	4.23927	4.04757	1.0795	5.16523	6.6685	4.50113	7.09605	5.41501	6.04018	8.29295	4.56123	7.35137	9.28066
SLC10A3	8.1123	6.12968	7.21787	6.95659	6.88917	8.0716	7.12837	7.18728	6.81203	6.12332	6.11483	7.43259	7.37156	5.93387	7.0119	6.81031	7.22211	6.67429	5.95989	6.0284	6.95798	6.74248	6.12034	6.77809	8.04764	6.98123	6.35341	7.48442	5.88388	7.0448	6.17489
ZRANB1	6.82455	6.89577	5.96914	6.82171	6.43212	6.75263	6.88329	6.34885	6.89504	6.73296	6.98663	6.67214	6.11631	7.58817	6.84355	6.91401	6.62435	7.13578	6.83029	6.81411	6.7994	7.70665	6.90513	6.44108	6.16762	6.84302	6.8089	6.89021	6.47547	7.06719	7.23056
ERAP1	6.15518	6.92054	6.30973	6.46321	6.09217	6.05031	7.69523	7.53459	7.57197	6.93524	7.15647	5.90762	7.74365	6.83459	6.84955	6.84623	6.3584	7.14346	6.66908	6.60724	8.48701	6.06499	6.92351	7.0119	7.44519	6.36994	6.83348	7.12441	6.53314	6.96253	6.82007
USP6NL	6.10146	6.63871	6.47289	7.20024	6.66773	6.39535	6.59083	6.55033	7.08767	6.9149	6.50534	5.55403	6.83128	6.21209	6.38944	6.73296	7.69913	5.95989	6.25887	6.248	6.55142	7.16849	6.56948	7.17852	6.35917	7.15181	6.40516	6.09676	7.02675	7.64558	7.5944
NFATC3	7.03366	6.88893	7.43611	6.42669	6.53877	7.17266	6.35073	6.3429	6.65553	7.24019	6.86833	6.65777	6.62826	6.9766	6.59995	6.68301	7.14004	6.34507	6.96566	6.91271	6.93783	7.00918	6.86833	6.54055	6.35946	6.5425	7.7597	7.07243	6.82237	6.50922	7.10383
MBTD1	6.62468	6.91271	5.96739	6.25624	5.97164	6.37668	5.6325	5.26063	6.36661	6.6536	5.92686	5.93249	5.82534	6.39734	6.82566	5.62275	6.04714	5.56838	6.73447	6.60331	7.07614	6.42821	6.99014	6.30787	5.85059	6.26181	7.06607	6.69459	7.43052	7.02645	7.10798
CWC15	7.24047	6.6588	6.78155	6.93179	7.25149	6.44774	7.20883	6.92107	6.22457	6.9008	6.71251	6.78961	6.73473	6.99561	6.93612	7.07853	6.59189	6.8971	6.65973	6.55393	5.95125	7.12644	6.56441	7.56529	6.60974	6.83737	7.13706	6.22319	7.06361	6.15621	7.0047
SUPV3L1	6.32951	6.76991	6.4327	6.64351	7.43548	6.96231	6.75919	7.61666	6.68751	6.78783	7.21129	6.78324	7.14135	6.30342	6.44996	7.19543	6.15467	6.2359	7.14293	7.14492	6.79142	6.84737	6.70434	6.33397	6.8366	6.52479	6.87306	6.87323	6.90997	7.04733	7.41985
MANBAL	6.46938	6.92659	6.95798	6.50027	7.29422	6.82024	7.08054	6.06218	7.31705	6.56441	6.98599	7.41743	7.12379	6.96693	6.99763	6.93103	6.67237	6.30505	6.82566	6.81441	6.81571	7.01514	6.94579	6.3062	6.69459	6.64869	6.66465	7.09433	6.27598	6.81122	5.96369
RPL22L1	6.31833	6.88433	5.5427	6.74986	6.47671	6.8542	6.11612	6.95849	6.44725	8.11427	8.4951	7.05313	6.28207	6.32104	5.70316	6.51185	5.55809	6.32263	7.16778	7.08511	6.58423	5.91481	6.81441	6.85581	5.91654	6.56948	6.19603	6.67978	7.33485	5.45069	5.84366
OTUD6B	6.248	7.16349	6.21988	6.83128	7.15326	6.75192	6.34141	6.34564	6.93818	6.30342	6.82202	6.11708	7.41961	7.46994	5.78662	6.78549	7.02916	6.94407	7.85569	7.74933	6.11448	7.18844	7.22837	6.80171	5.92823	6.70899	6.75751	6.72376	6.41196	6.59581	6.45589
THRA	5.25057	6.73739	4.96023	5.91481	5.2273	6.55807	6.52335	5.20419	5.4004	5.87034	6.3383	6.19137	5.50462	5.5796	6.64786	5.87626	6.65067	6.33912	6.71616	6.76704	5.45432	6.04112	6.69745	5.7221	5.22516	5.98809	6.12062	6.60829	8.62044	6.08331	6.22085
PHKA1	6.36508	6.78217	6.4078	5.90925	6.45882	7.56782	6.53285	7.13231	6.24379	6.08331	6.90331	3.93673	4.76202	6.53376	4.06108	6.50103	6.95336	4.87702	5.43761	5.36537	6.56701	6.56223	6.78265	7.38575	6.54801	5.91091	6.85078	7.69596	7.19901	6.12888	5.47871
TCAF1	6.82171	6.77072	6.66531	5.27989	5.35854	4.98254	6.54376	6.18616	6.09367	6.47141	6.30973	7.05653	6.03227	5.98769	6.50887	4.21969	6.17271	7.0429	5.48753	5.4598	7.21164	5.90762	6.73831	5.7067	6.94555	5.12685	6.29251	6.64239	6.91083	6.47703	6.9676
SAV1	6.87686	6.66708	6.41808	7.6833	6.34641	7.82822	7.07068	6.41097	7.65966	7.41608	6.27631	7.03091	6.36098	7.46874	5.93899	6.66606	6.94474	6.08998	6.1712	6.17402	6.27885	7.0964	6.62795	6.54921	7.08746	7.63872	7.24871	7.28751	7.1169	6.481	6.80453
FAM3A	7.98047	6.84854	6.93783	6.63822	6.72293	7.60956	6.6668	7.21188	5.97026	6.43613	6.13407	7.29664	7.31639	5.73538	7.60834	6.04063	7.0227	6.29692	6.0172	6.18166	6.71677	6.1911	6.89653	6.29271	7.69088	6.81899	6.32531	7.24178	6.47528	6.27771	6.53138
SMG9	6.59296	7.16972	7.43934	6.68216	7.18459	7.07705	7.30256	6.12097	6.67993	6.85133	6.55169	6.35147	6.96429	6.71221	5.90608	5.91991	7.26213	7.27415	7.20913	7.25149	6.45318	6.65686	7.17136	7.17238	7.76119	6.85645	7.17327	6.79227	0.227793	6.42238	5.95078
TRAPPC1	6.06701	6.74636	6.92898	6.50355	7.40401	7.13203	7.18046	7.33824	7.09483	6.84355	6.09902	7.04701	7.44553	6.81375	7.40401	7.29854	6.63572	7.52827	6.79336	6.88433	6.8749	6.58734	6.63353	7.35966	6.49662	6.62088	6.83459	6.6937	6.49746	6.92574	6.04693
C14orf1	7.46955	6.64809	6.32315	6.77334	6.18029	6.34477	6.1313	5.38859	6.73263	6.44748	6.22483	6.95487	6.43706	6.54838	6.10401	6.93018	7.66997	6.63073	6.05031	5.92384	5.91348	7.0514	6.52268	6.47671	6.49631	6.85188	6.79801	7.2398	6.37357	6.53376	7.14726
ZNF335	7.06222	6.92691	6.78001	6.3478	6.75213	7.00559	6.8081	6.31	6.25797	6.40268	6.34022	7.09483	6.61002	6.61839	7.0089	6.89914	6.2459	6.56356	7.13908	7.10923	6.55782	7.11385	6.86339	6.82792	6.56623	6.47199	6.75705	6.6465	6.6705	6.76418	6.51283
ZHX3	7.08274	6.38383	7.19633	6.34036	7.41644	6.6635	7.26277	5.90039	6.00442	6.30415	7.5944	7.27415	6.34233	6.43478	7.17768	6.48242	5.74205	7.43372	6.53698	6.60146	7.44036	6.9719	6.3584	6.0192	5.96369	6.39364	5.74333	6.39393	6.28052	6.75169	6.4731
SENP1	6.96618	6.75919	6.80258	7.01449	6.48048	6.74008	6.54893	6.36846	6.74636	7.01127	6.96157	6.67765	6.86895	6.96024	6.61585	6.634	6.44444	6.36397	7.35604	7.29854	6.87756	7.04197	6.65298	6.31338	6.40176	6.952	6.98347	6.66197	6.30572	6.85211	6.83075
RIPK4	5.21661	7.09573	7.33925	6.45065	4.35615	6.68301	6.21875	4.82182	8.20006	6.52166	7.44723	7.27645	5.8811	7.1098	8.20078	7.39782	7.35836	7.02386	5.95589	6.08365	8.34833	7.14819	7.09847	8.21594	7.57651	6.42637	7.61032	7.00663	6.05717	6.95305	7.26059
PARN	6.70456	6.88329	6.89411	7.08617	6.83128	6.82566	5.89147	7.16812	7.22211	6.53115	6.64293	7.24238	6.38383	6.83375	6.72293	6.37428	6.9769	6.5287	6.88723	6.87188	7.05384	6.9782	6.86092	6.21695	6.11631	6.98663	6.67184	7.61554	6.88275	6.26495	6.86339
ALDH6A1	8.04171	5.64131	5.82306	6.43186	5.52698	5.56585	6.13172	5.18312	5.61657	6.13488	5.57247	5.78802	5.25916	6.08211	6.1753	4.15505	6.24216	5.39445	4.6881	4.49208	5.39896	5.58675	5.62613	5.09455	6.01377	6.36304	5.72722	6.02064	6.27989	6.97774	6.97066
ZNF3	6.44819	7.2036	6.0172	5.88616	6.37428	6.53092	5.99038	6.68889	5.68138	6.54014	6.34702	6.94711	6.52373	5.82354	6.83928	6.07552	6.30842	6.31	7.18844	7.11012	6.02721	5.91532	7.14257	6.40593	6.00878	5.8497	6.88778	6.51731	6.73296	7.17198	7.7767
COPS7B	6.70899	6.95364	6.956	7.05242	7.21726	6.82376	6.59025	6.95898	6.58356	7.1169	6.75577	7.21096	6.71104	6.50264	7.2434	6.7026	6.48118	6.77334	6.58643	6.68611	6.58495	7.15821	6.95289	6.47002	6.97042	7.09735	6.40176	7.12583	6.98153	6.52012	6.76846
PPM1H	6.75919	7.6576	6.53115	5.65092	7.41448	5.27857	4.1144	5.23715	6.75149	6.87826	5.58481	3.28115	6.79508	5.80018	5.8518	2.17566	5.84366	6.07194	5.86765	5.9394	5.32448	5.96815	7.73471	2.11534	4.27857	5.74172	5.57644	3.96737	8.55975	7.08594	6.4398
VWA8	7.68834	6.80288	6.31149	6.90848	6.1265	6.58601	6.09571	6.84555	5.9846	6.86401	6.9769	6.9543	5.60267	6.06741	5.29796	6.87044	6.52236	6.24165	6.77956	6.74096	6.74464	6.02362	6.82539	6.18166	6.16948	6.85814	7.08876	6.3517	7.57353	6.75919	6.72265
PQBP1	7.16972	6.77723	6.61818	6.90022	6.86647	6.67138	7.36853	7.16067	6.58001	6.26114	6.67138	6.52335	7.30997	6.42202	7.6511	6.86647	6.03001	6.72047	7.04388	7.00584	6.86769	6.42153	6.79058	6.82969	7.11923	7.00688	6.71221	6.30522	6.76786	5.81897	6.65777
HIST1H2BK	6.98403	6.04926	6.63013	7.45783	5.60963	6.35073	6.53819	4.50113	3.63658	5.16127	5.33544	6.14487	6.04429	6.49177	6.50229	6.08998	7.31064	5.33003	5.19953	5.14191	7.25642	8.50963	5.92036	7.97445	4.47788	7.46994	6.60473	6.61612	7.4031	6.47394	6.17187
CTPS2	6.25916	6.21209	6.15259	6.52733	6.36278	5.93345	5.98577	6.45139	4.95183	6.55297	6.32404	5.75241	5.77938	6.2944	6.12565	5.87144	6.0129	6.12796	6.17489	6.10178	6.10049	5.40839	6.23402	6.57234	6.49147	6.45859	5.97835	5.46931	7.56192	7.3523	6.59851
TRMT6	6.88045	6.16344	6.68524	7.16555	6.96566	7.243	6.69459	6.11612	7.14101	6.77225	6.96618	5.93604	6.7136	7.29171	6.36846	7.14492	6.6608	6.62758	6.92028	6.83232	6.19576	7.73208	6.06646	7.31856	7.07591	7.01225	6.74096	7.08966	6.28878	6.07756	7.18388
MYO9A	5.99771	6.78155	6.83459	6.64558	6.52647	6.38203	6.49814	6.26628	6.77468	7.12528	6.8749	6.85645	6.2213	6.2383	6.96942	6.05817	6.36754	7.01737	6.4842	6.41291	7.62887	6.42411	6.77041	6.9769	6.56532	6.68751	6.73231	6.7018	7.12803	7.03127	0.254142
NENF	6.547	6.33768	6.53819	6.46746	6.63187	6.80001	6.72631	6.65611	7.20855	6.3556	6.55807	7.16318	6.53899	6.46911	6.70757	7.15562	7.16849	6.34641	5.53822	5.4191	6.79204	6.66052	6.38614	6.23402	7.00948	6.72017	5.57713	6.71334	7.22583	5.86686	6.31
PLCB4	7.9488	6.57316	3.89272	5.59215	0.358576	4.36306	2.9318	5.74801	5.50031	4.66672	4.04462	7.48442	5.9053	6.45294	6.97305	1.07301	1.8606	6.08061	5.4853	5.30766	6.31595	6.46911	6.56768	6.39193	5.52287	5.39258	5.88474	3.54429	7.57651	7.84084	6.53792
NAGK	7.08237	6.32492	6.78511	6.90389	6.78923	6.02388	6.45624	7.15241	6.62435	6.16762	5.47931	6.19452	6.56768	6.51829	7.01596	6.62236	7.22428	7.4614	6.31595	6.31277	6.35198	6.27598	6.34601	7.26359	6.88482	6.95057	7.03992	5.8518	6.83266	7.6745	6.78084
SSNA1	7.45945	6.23319	7.34527	6.57208	6.6814	6.71752	7.03901	6.96376	6.40849	6.81844	6.59894	7.00718	7.0271	6.57968	6.83887	6.78247	6.59408	6.67831	7.09847	7.16349	6.36304	6.29384	6.29065	6.62181	6.44957	6.68332	5.94451	6.46321	6.96822	6.76455	6.47671
TRMT10C	6.49221	6.6978	7.00688	6.90644	6.7775	7.15386	6.57659	7.2208	6.62236	6.67831	6.88603	6.50418	7.13814	6.59083	6.21648	7.05711	6.62647	6.52768	6.8971	6.76455	7.13122	6.02414	6.70156	6.11016	6.44996	6.84133	5.66456	6.80318	7.16375	6.47909	7.00559
CHM	6.36565	6.33492	6.16379	6.23846	6.91427	6.61675	7.00301	8.00093	7.1936	7.07705	6.44471	6.92127	6.97066	6.77206	7.36066	6.09035	6.80059	6.38203	6.22688	6.21002	6.69459	7.24464	6.3429	7.5635	6.23609	6.20402	7.3867	7.11118	6.39734	6.28376	7.18634
CDT1	7.06152	5.83949	7.29354	6.99523	6.86993	7.34664	6.6268	7.03148	6.99884	7.04223	6.53877	7.35172	6.89995	7.0342	6.05717	7.31795	7.31989	6.85498	7.15101	7.2683	7.0325	7.16972	5.73538	6.68383	7.83102	7.14681	6.81203	7.26514	6.2191	5.82845	6.64314
CHST15	7.47029	6.39915	5.67851	4.6904	4.30316	6.02688	7.88285	5.55403	6.46262	3.5066	5.21002	6.7818	3.38488	7.56488	7.03232	6.98123	6.52768	7.10493	7.35488	7.2434	7.14101	6.92877	6.33549	0.11716	6.8444	4.78326	6.17331	6.72079	4.94416	5.66046	6.65437
MACC1	6.45025	2.72536	5.99292	3.64986	3.12307	5.2531	1.37429	0.409592	5.25646	1.84354	2.29846	0.991513	0.918809	6.46815	0.628863	6.93918	8.62428	2.61077	1.14056	0.122792	2.43057	4.6904	2.65853	7.4992	6.69337	3.06687	3.10725	5.82257	6.14829	5.281	5.68361
GATA2	6.93918	1.69616	6.9093	6.32801	3.39315	5.23471	5.55809	3.66057	4.46622	6.05387	6.38272	4.03824	5.30944	6.3892	5.17777	6.71476	6.81571	7.07503	5.23715	5.20419	4.43003	6.51677	1.77712	6.31149	4.57723	6.33912	0.1613	5.72863	5.06611	8.51602	1.0217
GIT2	6.70434	6.17371	6.62323	7.00446	7.04077	6.22555	7.40811	7.04555	6.32336	6.88275	6.80487	6.51185	6.6608	6.56795	6.72631	7.1652	6.23672	7.07006	7.21992	7.19633	6.78027	6.86971	6.10146	6.75321	6.19926	7.01902	7.19901	6.2495	7.11786	7.11786	6.48761
MTX3	6.62204	7.00918	6.60092	6.53436	7.41023	6.43757	6.62714	6.687	7.29526	6.62204	7.18298	6.275	6.57234	7.06398	6.197	6.01484	5.99596	6.5155	6.92659	6.95824	6.46588	6.61409	7.04115	6.35679	6.61636	6.48223	6.9409	6.65386	6.7775	6.98981	6.63777
VPS54	6.44996	6.68572	6.90303	6.09676	6.64437	6.54429	6.69926	6.67916	6.42287	7.80472	6.66197	6.10266	5.99348	6.57368	7.03843	7.20334	6.35042	6.89324	6.52037	6.35005	6.86067	6.2872	6.72521	6.6465	6.46967	5.96472	7.43934	6.68115	6.90882	7.50654	6.43247
NDEL1	5.92283	6.83577	7.2552	6.89176	7.12681	7.15477	6.84785	7.38498	7.12876	6.53792	6.39097	6.71891	7.12609	6.90789	7.34486	7.22525	6.47162	7.31738	6.97005	6.93208	7.13328	6.57512	6.84302	7.47449	6.24379	6.81486	7.17266	6.74542	6.58706	7.07591	6.79917
ATP11C	6.15078	7.02353	7.23397	7.11518	7.38367	7.20609	6.75577	7.10344	0.734995	7.27868	7.23397	7.15875	7.7917	6.38425	6.60865	6.50828	6.63992	7.4141	7.0042	6.95459	6.39589	7.34264	6.97236	7.03992	3.43148	7.08746	6.28376	7.39953	7.2552	6.6643	8.22527
RBM19	6.75062	6.1684	6.16267	7.02916	6.66465	6.39135	6.68441	6.80001	6.23801	7.13257	7.11142	6.32745	6.71084	6.54972	6.33024	7.01316	6.04429	6.44748	7.46007	7.51456	6.61409	6.95033	6.22875	6.63319	6.05868	7.09907	6.85188	6.3478	6.65942	7.0442	5.5427
WDR41	7.19846	6.67214	6.5912	6.90448	5.89785	6.76478	6.43593	6.85877	6.35998	6.67429	7.42394	6.51861	6.29477	5.9394	7.01285	6.3353	6.66052	7.18784	6.94687	6.8645	7.09707	6.56067	6.7026	5.07366	6.48391	6.83868	6.05817	6.62296	7.07264	6.66028	7.25259
RAB4A	7.3414	6.39935	5.88149	6.1753	6.18589	5.60267	6.29553	6.3556	6.38124	7.00688	6.50418	6.35373	6.54207	6.49147	7.01316	7.28339	6.41354	5.72081	6.59561	6.59245	6.85814	6.62647	6.30261	6.37712	6.77783	6.09571	5.86722	6.55833	6.82792	6.50505	6.4235
ZNF317	6.98319	6.83201	6.61698	6.58927	7.16721	6.84499	6.71967	6.48723	6.75087	7.00584	6.57234	6.67606	6.96536	6.83103	7.18273	7.10202	6.81844	6.73422	7.14171	7.17198	7.21633	6.69561	6.89356	6.48933	6.28052	6.6536	6.65973	6.48151	6.91108	6.48048	7.16042
TXNDC11	7.11813	6.85678	6.62112	7.06923	6.74986	6.71104	6.14056	7.01737	6.49014	7.0171	6.41653	7.17136	6.54921	6.23402	6.35373	5.30672	7.12464	6.72161	6.05129	6.15596	7.05743	6.65146	6.87624	6.68771	6.6635	7.09433	6.7865	6.84834	7.08876	6.6999	5.91113
TATDN1	6.2786	6.86895	5.42409	6.58495	7.09022	6.91822	5.63611	7.31639	7.46421	6.58972	6.98	7.59899	7.29171	7.40775	7.14229	6.7865	6.76961	6.69401	7.28628	7.17403	7.06282	7.14935	6.85949	6.65386	6.06741	6.49057	6.33128	7.07321	6.31059	6.29183	5.39298
GTF2IRD1	5.68912	6.24446	6.70681	7.02225	6.35865	6.91025	6.67496	6.90356	6.2631	6.62384	7.0663	6.7055	6.57089	6.40145	6.44884	6.15181	6.46549	6.51066	6.80318	6.88457	6.20402	6.35274	6.29321	7.07243	6.547	7.07973	6.3517	6.69337	6.85305	7.00076	6.88313
CES2	6.94864	7.02043	7.92239	6.17271	6.52843	6.95769	6.35897	6.16709	6.43778	6.33679	6.36397	6.23529	6.50717	7.00995	6.42966	5.78199	6.23846	6.57489	6.78842	6.85877	6.91401	6.53877	7.08511	6.11764	6.00853	6.22483	7.05743	6.91401	6.33347	5.78521	6.11343
DBT	6.76619	6.60724	6.46467	6.15336	6.71415	6.99124	6.45294	5.7877	6.75041	6.10678	6.82566	6.49874	6.41574	7.50174	6.34347	6.67378	6.97588	6.34082	6.73314	6.7549	6.24879	7.56157	6.68441	6.09676	6.82342	6.22688	7.32995	6.74687	6.34617	6.5464	6.24835
ZDHHC16	7.10315	6.74068	5.8982	6.954	6.58185	7.31258	7.47309	5.94756	6.68889	6.81869	6.65587	6.47068	6.9434	5.97507	7.13638	7.05281	6.25084	6.68721	7.07188	7.07285	6.82681	6.55857	6.64578	6.6978	6.62063	7.05174	6.99056	6.96348	6.52479	7.23648	6.31431
GAS2L1	7.11549	6.67519	6.63123	7.03843	5.71992	7.03992	7.3819	7.6485	7.17108	6.77468	5.95613	7.59849	6.44327	5.32042	6.83992	6.40815	6.91179	7.7471	6.66168	6.73935	6.7687	5.9471	6.80978	6.1705	6.60183	7.11871	6.53609	6.32858	6.88243	6.70434	6.49234
ZBTB21	6.64214	6.21071	7.18014	6.48885	6.52268	6.21071	6.23009	6.73643	7.26359	6.29553	7.50756	6.81754	7.0053	6.26454	7.08712	6.26873	6.78416	6.94318	6.11839	6.12767	7.56967	6.22384	6.22319	6.44537	7.57876	6.34702	6.82342	6.46843	6.61793	7.4553	6.9434
ARHGAP17	6.46875	6.93077	6.41291	6.82149	6.50922	6.18415	7.11081	7.34044	6.92271	7.08712	6.04714	6.87221	7.33618	5.78128	6.94144	6.23436	7.05419	7.196	6.75781	6.66606	7.84329	7.08994	6.95879	6.66289	5.75285	6.9154	6.28408	6.62586	6.58972	6.30227	7.26571
APOOL	6.26628	6.66103	5.97645	6.26114	7.1064	6.47068	6.47768	7.44519	6.73643	6.32715	6.67631	0.974114	6.22967	6.00014	6.17159	6.051	6.34381	6.27546	6.41447	6.37402	6.33562	6.87248	6.68216	6.83737	6.62918	6.22236	7.29262	7.17695	6.67765	6.14171	7.08426
THAP9-AS1	6.83546	7.22428	7.26544	6.72556	6.952	7.02165	6.15367	6.83868	7.01847	6.71476	7.61889	7.08274	6.94202	7.57577	6.76229	6.56223	6.79142	5.76034	6.94318	6.75834	7.95991	6.0646	7.09707	6.60183	6.70014	6.56889	5.79282	7.28687	6.84387	6.4731	7.16614
ELMOD2	6.78901	6.82842	6.08331	6.73314	6.57208	6.31181	6.3517	7.00252	6.4204	6.82709	6.46321	6.00718	6.11135	6.74349	6.93323	5.93022	6.28912	6.41041	6.16425	6.06896	6.66962	6.18003	6.84334	6.54838	6.52401	6.59518	6.82405	6.14171	6.90389	7.17491	6.55297
TWISTNB	6.23724	6.48905	6.62468	6.44444	7.36853	6.44509	7.00076	8.00745	6.72079	6.88329	7.3195	6.50594	7.22954	7.10772	6.89963	7.32919	6.86289	7.06429	7.0964	6.97127	6.53529	6.4168	6.43426	6.56012	6.90789	6.42324	6.30871	6.98493	6.43402	6.4848	7.03127
ZNF84	6.9252	6.21285	6.39241	6.40988	6.42324	5.77477	6.16201	5.94636	6.04176	7.18153	6.23978	5.65175	6.688	5.95125	6.85703	6.64074	5.71943	5.88441	6.45162	6.31202	7.52959	5.70272	6.17909	6.74117	6.13845	6.35917	7.83011	6.25624	7.05242	7.68002	6.89124
TPMT	6.73706	6.29957	7.46994	6.80083	7.09573	5.81505	6.30641	6.55879	6.89832	6.81002	6.07244	6.40358	6.33939	7.01628	6.14135	7.54062	7.11948	7.28438	5.51214	5.52626	6.4435	6.98375	6.26495	7.32675	7.61233	6.66052	7.48599	5.80674	6.0646	6.14413	6.72161
OTUD6B-AS1	6.43464	7.37424	6.57264	7.35673	6.88187	6.43464	6.16694	6.248	6.67577	6.29957	6.16044	6.54472	7.23229	7.67276	7.01628	6.10091	7.16127	6.95158	7.24904	7.07973	6.33397	7.16318	7.28654	6.33259	5.6369	7.11288	7.18324	6.80633	6.3353	6.28664	6.39328
UACA	5.62396	7.07358	6.52208	6.3956	6.97066	6.29251	8.43557	6.53258	7.33681	8.0716	7.12129	7.00331	6.53854	6.97852	8.20676	5.77128	6.68332	7.58817	4.19422	4.14475	7.61702	6.8206	7.04959	7.52761	7.12609	6.22579	6.69073	7.03786	6.03636	6.51861	6.2872
ABHD17A	6.94915	6.89914	6.57852	6.52454	7.00252	6.68355	6.66404	5.98244	6.79583	6.74489	6.56164	6.58851	6.81284	6.19544	6.45213	6.71104	6.1265	6.91295	6.99908	7.12129	7.08617	6.64869	6.88017	6.51337	6.37872	6.53396	6.26114	6.28912	7.1	6.90448	6.47051
PURA	6.59677	6.73314	6.70204	7.38794	6.47023	6.53995	6.8716	6.41235	6.39165	6.83075	6.62181	6.24468	6.70486	7.01902	6.58001	6.56067	6.56223	7.08274	5.95868	5.99771	6.71807	6.59502	6.74513	6.05682	6.80633	7.41023	6.19514	6.51698	6.99666	7.36994	6.3556
CEP104	7.00354	6.43947	6.69892	6.64869	6.9571	6.53115	6.52607	6.23933	6.55782	6.52182	6.55467	6.46911	6.69848	6.44602	6.79481	7.14293	6.9177	7.06982	7.08994	7.03786	6.90997	6.98211	6.37131	6.67108	6.25455	6.71084	6.57866	6.82969	6.50717	6.63744	6.8444
